ingreso_anio,hora_ingreso,ingreso_mes,ingreso_dia,nro_registro_interno,situacion,origen,provincia,localidad,tema,subtema,es_anonima,via_ingreso,consultante_nacionalidad,consultante_provincia,consultante_localidad,consultante_como_conocio_la_linea,consultante_genero,consultante_edad_aparente
2020,,2,26,4535945505,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Violencia de género,Simbólica,No,Línea 145,,,,,Mujer,
2020,,2,27,1545945505,Urgencia,Institución,Buenos Aires,Devoto,Trata,Prostitución,No,Línea 145,,,,"No sabe, no recuerda",Mujer,
2020,,2,27,5545945505,Urgencia,Ciudadano,,,Trata,Explotación laboral,No,Línea 145,Venezuela,,,Por publicidad en internet,Mujer,37.0
2020,,2,27,6545945505,Urgencia,Ciudadano,,,Trata,Posible captación,No,Línea 145,Argentina,,,Por publicidad en internet,Mujer,35.0
2020,,2,28,8455945505,Urgencia,Ciudadano,Buenos Aires,Grand Bourg,Víctima de delito,Otro (víctimas de delito),No,Línea 145,Argentina,Buenos Aires,Grand Bourg,Por publicidad en internet,Mujer,
2020,,2,28,555945505,Urgencia,Ciudadano,Buenos Aires,Hurlingham,Violencia de género,Psicológica,Si,Línea 145,,Buenos Aires,Hurlingham,Por Recomendación,Mujer,
2020,,2,28,2555945505,Urgencia,Ciudadano,Tierra del Fuego,Ushuaia,Trata,Explotación sexual,No,Línea 145,,,,"No sabe, no recuerda",Mujer,
2020,,2,28,3555945505,Urgencia,Ciudadano,Santa Fe,Rosario,Trata,Maltrato infantil,No,Línea 145,,,,Línea 145,Mujer,
2020,,3,1,4565945505,Urgencia,Ciudadano,Santiago del Estero,Santiago del Estero,Víctima de delito,"Contra la propiedad: fraude, estafa , extorsión, usurpación o daños",No,Línea 145,,,,Por Recomendación,Hombre,45.0
2020,,3,1,8475945505,Urgencia,Ciudadano,Buenos Aires,José C. Paz,Trata,Salud mental,No,Línea 145,,,,,,
2020,,3,3,2584055505,Urgencia,Ciudadano,Buenos Aires,La Plata,Trata,Posible oferta sexual,No,Línea 145,Argentina,Buenos Aires,La Plata,"No sabe, no recuerda",Mujer,
2020,,3,3,4584055505,Urgencia,Ciudadano,Catamarca,Catamarca,Violencia de género,Física,No,Línea 145,Argentina,Catamarca,Catamarca,,Hombre,
2020,,3,4,8494055505,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Venta de niños y otros delitos,No,Línea 145,,Buenos Aires,San Miguel del Monte,Línea 145,Hombre,
2020,,3,4,1594055505,Urgencia,Ciudadano,Buenos Aires,San Miguel del Monte,Trata,Explotación sexual,No,Línea 145,,Buenos Aires,San Miguel del Monte,,Hombre,
2020,,3,4,3594055505,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Explotación sexual,No,Línea 145,,,,,,
2020,,3,5,4505055505,Urgencia,Ciudadano,,,Relaciones de familia,Niño solo en su casa,Si,Línea 145,,,,Línea 145,Hombre,
2020,,3,5,5505055505,Urgencia,Ciudadano,,,Trata,Solicitu de llamado,No,Línea 145,Argentina,,,"No sabe, no recuerda",Mujer,
2020,,3,5,9415055505,Urgencia,Ciudadano,,,Trata,Explotación sexual,No,Correo Institucional,,,,Línea 145,Hombre,
2020,,3,5,515055505,Urgencia,Ciudadano,Santa Fe,Funes,Trata,Problema de consumo de drogas,No,Línea 145,Argentina,,,,Hombre,
2020,,3,5,1515055505,Urgencia,Ciudadano,Buenos Aires,la Matanza,Trata,Persona desaparecida,No,Línea 145,Argentina,,,,Mujer,
2020,,3,5,2515055505,Urgencia,Ciudadano,Chubut,,Trata,Vulnerabilidad social,No,Línea 145,Argentina,,,,Mujer,
2020,,3,5,3515055505,Urgencia,Ciudadano,Corrientes,Guaviraví,Trata,Explotación laboral,No,Línea 145,,,,,,
2020,,3,5,4515055505,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Salud,Salud mental,No,Línea 145,Argentina,,,,Mujer,
2020,,3,6,9425055505,Urgencia,Ciudadano,Formosa,Clorinda,Trata,Persona privada de su libertad,No,Línea 145,,,,"No sabe, no recuerda",Hombre,
2020,,3,6,3525055505,Urgencia,Ciudadano,Buenos Aires,San Miguel del Monte,Trata,Explotación sexual,No,Línea 145,,,,,,
2020,,3,7,9435055505,Urgencia,Ciudadano,Buenos Aires,José C. Paz,Trata,Explotación sexual,No,Línea 145,,Tierra del Fuego,,Por Recomendación,Hombre,
2020,,3,7,2535055505,Urgencia,Ciudadano,Buenos Aires,Mar del Plata,Trata,Posible captación,No,Línea 145,Argentina,Buenos Aires,Mar del Plata,Por publicidad en internet,Mujer,30.0
2020,,3,7,5535055505,Urgencia,Ciudadano,Mendoza,Rivadavia,Trata,Posible captación,No,Línea 145,Argentina,,,"No sabe, no recuerda",Mujer,
2020,,3,8,2545055505,Urgencia,Ciudadano,,,Trata,Explotación sexual,No,Línea 145,,Tierra del Fuego,,Línea 145,Hombre,
2020,,3,8,4545055505,Urgencia,Ciudadano,Entre Ríos,,Trata,Relaciones de familia,No,Línea 145,Argentina,,,,Hombre,
2020,,3,8,5545055505,Urgencia,Ciudadano,Buenos Aires,Moreno,Trata,Salud mental,No,Línea 145,,,,,Mujer,
2020,,3,9,1555055505,Urgencia,Ciudadano,,,Trata,Explotación laboral,Si,Línea 145,,,,,,
2020,,3,10,565055505,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Explotación sexual,No,Línea 145,,,,,,
2020,,3,10,3565055505,Urgencia,Ciudadano,Jujuy,Jujuy,Trata,Amenazas-extorsiones virtuales,No,Línea 145,Argentina,,,Derivado de otro organismo,Mujer,33.0
2020,,3,10,5565055505,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Trata,Persona desaparecida,No,Línea 145,Argentina,Buenos Aires,,"No sabe, no recuerda",Mujer,50.0
2020,,3,10,8475055505,Urgencia,Ciudadano,,,Trata,Posible captación,No,Línea 145,Argentina,Buenos Aires,Mar del Plata,Por publicidad en internet,Mujer,
2020,,3,10,1575055505,Urgencia,Ciudadano,Buenos Aires,,Trata,Posible captación,No,Línea 145,,Buenos Aires,Olivos,"No sabe, no recuerda",Hombre,
2020,,3,10,2575055505,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Abuso sexual infantil,Abuso sexual infantil,Si,Línea 145,,,,Por publicidad en TV,Mujer,
2020,,3,10,4575055505,Urgencia,Ciudadano,Buenos Aires,Olivos,Trata,Posible captación,No,Línea 145,,Buenos Aires,Olivos,"No sabe, no recuerda",Hombre,
2020,,3,11,8484155505,Urgencia,Ciudadano,,,Actos del gobierno o agentes públicos,Sobornos,Si,Línea 145,,,,Por publicidad en radio,,
2020,,3,11,584155505,Urgencia,Ciudadano,Córdoba,Malvinas Argentinas,Trata,Explotación sexual,No,Línea 145,Argentina,,,Por publicidad en internet,Mujer,
2020,,3,11,1584155505,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,"Explotación sexual niñas, niños y adolescentes",No,Línea 145,Argentina,,,,Mujer,
2020,,3,11,4584155505,Urgencia,Ciudadano,Buenos Aires,La Plata,Trata,Persona privada de su libertad,No,Línea 145,,,,,,
2020,,3,11,6584155505,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Salud mental,No,Línea 145,,,,,Hombre,
2020,,3,12,8494155505,Urgencia,Ciudadano,Buenos Aires,Lanús Oeste,Trata,Persona desaparecida,Si,Correo Institucional,,,,,,
2020,,3,12,9494155505,Urgencia,Ciudadano,,,Salud,Acceso a servicios públicos de salud,Si,Línea 145,,,,Por publicidad en internet,Mujer,
2020,,3,12,1594155505,Urgencia,Institución,,,Trata,Explotación sexual,No,Línea 145,,,,Derivado de otro organismo,,
2020,,3,12,6594155505,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Violencia de género,Física,No,Correo Institucional,,,,Por Recomendación,Mujer,60.0
2020,,3,13,2505155505,Urgencia,Ciudadano,Buenos Aires,Flores,Trata,"Explotación sexual niñas, niños y adolescentes",Si,Línea 145,,,,,,
2020,,3,13,8415155505,Urgencia,Ciudadano,Mendoza,Mendoza,Víctima de delito,Contra la propiedad: robo o hurto,Si,Línea 145,Peru,,,"No sabe, no recuerda",Hombre,
2020,,3,13,9415155505,Urgencia,Ciudadano,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Trata,Posible captación,No,Línea 145,,,,Por Recomendación,Mujer,39.0
2020,,3,14,2515155505,Urgencia,Ciudadano,Tucumán,San Miguel de Tucumán,Víctima de delito,Conflicto vecinal,No,Línea 145,Argentina,Tucumán,sm tuc,Por publicidad en internet,Mujer,
2020,,3,15,6515155505,Urgencia,Ciudadano,Chubut,,Trata,Salud mental,No,Línea 145,,,,,Mujer,
2020,,3,15,7515155505,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Salud,No,Línea 145,,,,,Mujer,
2020,,3,15,9425155505,Urgencia,Ciudadano,Santa Fe,Rosario,Trata,Maltrato infantil,Si,Línea 145,Argentina,,,,Mujer,
2020,,3,15,525155505,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Salud,Consulta covid-19,No,Línea 149,,,,,,
2020,,3,15,1525155505,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Salud,Consulta covid-19,No,Línea 149,,,,,,
2020,,3,15,2525155505,Urgencia,Ciudadano,La Rioja,La Rioja,Trata,Persona adulta mayor,No,Línea 145,,,,,Mujer,
2020,,3,15,3525155505,Urgencia,Ciudadano,Buenos Aires,Boulogne,Salud,Consulta covid-19,No,Línea 149,Argentina,,,,Mujer,
2020,,3,15,4525155505,Urgencia,Ciudadano,Buenos Aires,Lomas de Zamora,Trata,Coronavirus,No,Línea 145,Argentina,Buenos Aires,Lomas de Zamora,Por publicidad en internet,Mujer,25.0
2020,,3,17,2535155505,Urgencia,Ciudadano,Córdoba,Córdoba,Trata,Explotación laboral,Si,Línea 145,Argentina,,,"No sabe, no recuerda",Hombre,25.0
2020,,3,18,9445155505,Urgencia,Ciudadano,Buenos Aires,Berazategui,Salud,Salud mental,No,Línea 145,Argentina,,,,Mujer,
2020,,3,18,545155505,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Pornografía infantil,No,Línea 145,Argentina,,,Por Recomendación,Mujer,
2020,,3,18,1545155505,Urgencia,Ciudadano,,,Trata,Adultos mayores,Si,Línea 145,,,,"No sabe, no recuerda",Hombre,
2020,,3,18,4545155505,Urgencia,Ciudadano,,,Trata,Explotación sexual,Si,Línea 145,,,,"No sabe, no recuerda",,
2020,,3,18,6545155505,Urgencia,Ciudadano,Buenos Aires,González Catán,Trata,Explotación sexual,No,Línea 145,,,,,Hombre,
2020,,3,18,8455155505,Urgencia,Ciudadano,Salta,San Ramon de la Nueva Oran,Trata,Violencia familiar,No,Línea 145,Argentina,,,,Hombre,
2020,,3,19,555155505,Emergencia,Ciudadano,,,Víctima de delito,Contra la integridad sexual: abuso sexual de adultos/as o niños/as,Si,Línea 145,,,,,,
2020,,3,19,1555155505,Urgencia,Ciudadano,Buenos Aires,Campana,Relaciones de familia,"Cuidado personal, régimen comunicacional o custodia legal",No,Línea 145,,,,,,
2020,,3,20,5555155505,Urgencia,Ciudadano,Tucumán,San Miguel de Tucumán,Víctima de delito,Coronavirus,No,Línea 145,,,,,,
2020,,3,21,9465155505,Urgencia,Ciudadano,Buenos Aires,Moreno,Salud,Coronavirus,Si,Línea 145,,,,,,
2020,,3,21,565155505,Urgencia,Ciudadano,Santa Fe,Rosario,Violencia de género,Física,No,Línea 145,,,,,,
2020,,3,23,1565155505,Emergencia,Ciudadano,Buenos Aires,Moreno,Salud,Coronavirus,No,Línea 145,,,,,,
2020,,3,23,6584255505,Urgencia,Ciudadano,Santa Fe,Rosario,Relaciones de familia,Nada,No,Línea 145,,,,,,
2020,,3,23,7584255505,Urgencia,Ciudadano,Santa Fe,Rosario,Violencia de género,Física,Si,Línea 145,,,,,,
2020,,3,23,8494255505,Emergencia,Ciudadano,Buenos Aires,Luján,Salud,Coronavirus,Si,Línea 145,,,,,,
2020,,3,23,9494255505,Emergencia,Ciudadano,Santa Fe,Rosario,Salud,Coronavirus,Si,Línea 145,,,,,,
2020,,3,23,594255505,Emergencia,Ciudadano,Buenos Aires,Lomas de Zamora,Salud,Coronavirus,Si,Línea 145,,,,,,
2020,,3,23,1594255505,Urgencia,Ciudadano,Buenos Aires,Morón,Salud,Coronavirus,Si,Línea 145,,,,,,
2020,,3,23,2594255505,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Salud,Coronavirus,Si,Línea 145,,,,,,
2020,,3,23,4594255505,Urgencia,Ciudadano,Buenos Aires,Mar del Plata,Salud,Coronavirus,Si,Línea 145,,,,,,
2020,,3,23,5594255505,Urgencia,Ciudadano,Buenos Aires,Florencio Varela,Salud,Coronavirus,Si,Línea 145,,,,,,
2020,,3,23,6594255505,Urgencia,Ciudadano,Buenos Aires,José C. Paz,Trabajo,"Malas condiciones de trabajo, incluida la inseguridad, salubridad o problemas de medio ambiente",Si,Línea 145,,,,,,
2020,,3,24,1505255505,Emergencia,Ciudadano,Buenos Aires,Mar del Plata,Víctima de delito,Coronavirus,No,Línea 145,,,,,,
2020,,3,24,5505255505,Emergencia,Ciudadano,Córdoba,San Francisco,Víctima de delito,"Contra las personas : delitos contra la integridad física, contra la vida, lesiones, abuso de armas o abandono de personas, otro (víctimas de delito)",No,Línea 145,,,,,,
2020,,3,24,6505255505,Emergencia,Ciudadano,Buenos Aires,Vicente López,Víctima de delito,Incumplimiento cuarentena,No,Línea 145,,,,,,
2020,,3,24,8415255505,Urgencia,Ciudadano,Neuquén,Villa El Chocón,Salud,Covid-19,No,Línea 145,,Neuquén,Villa El Chocón,"No sabe, no recuerda",Hombre,
2020,,3,24,9415255505,Urgencia,Ciudadano,,,Salud,Covid-19,No,Línea 145,,Mendoza,Mendoza,"No sabe, no recuerda",Mujer,68.0
2020,,3,24,515255505,Urgencia,Ciudadano,Buenos Aires,Vicente López,Salud,Salud mental,Si,Línea 145,,Buenos Aires,Vicente López,"No sabe, no recuerda",Mujer,
2020,,3,24,1515255505,Urgencia,Ciudadano,,,Salud,Covid-19,Si,Línea 145,,,,"No sabe, no recuerda",Mujer,
2020,,3,24,2515255505,Urgencia,Ciudadano,Buenos Aires,Saladillo,Salud,Covid-19,No,Línea 145,,Buenos Aires,Saladillo,"No sabe, no recuerda",Mujer,
2020,,3,24,3515255505,Urgencia,Ciudadano,Neuquén,Neuquén,Salud,Covid-19,Si,Línea 145,,Neuquén,Neuquén,"No sabe, no recuerda",Hombre,70.0
2020,,3,24,4515255505,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Víctima de delito,Violencia de género,Si,Línea 145,,Buenos Aires,Buenos Aires,"No sabe, no recuerda",Mujer,
2020,,3,24,5515255505,Urgencia,Ciudadano,Buenos Aires,Villa Madero,Salud,Covid-19,No,Línea 145,,,,"No sabe, no recuerda",Mujer,
2020,,3,24,6515255505,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Salud,Covid-19,Si,Línea 145,,Buenos Aires,Buenos Aires,"No sabe, no recuerda",Mujer,
2020,,3,24,8425255505,Urgencia,Ciudadano,Santiago del Estero,Santiago del Estero,Trata,Explotación laboral,No,Línea 145,,,,,,
2020,,3,24,9425255505,Urgencia,Ciudadano,,,Víctima de delito,No refiere,No,Correo Institucional,,,,no informó,Mujer,
2020,,3,25,1525255505,Urgencia,Ciudadano,Formosa,Ibarreta,Violencia de género,"Física, psicológica",No,Línea 145,,,,,,
2020,,3,26,4525255505,Urgencia,Ciudadano,Córdoba,Córdoba,Salud,Salud mental,Si,Línea 145,,,,,,
2020,,3,28,1535255505,Urgencia,Institución,Buenos Aires,Buenos Aires,Trata,Explotación sexual,No,Línea 145,,,,,,
2020,,3,28,4535255505,Urgencia,Ciudadano,,,Trata,Persona desaparecida,No,Teléfono Institucional,,,,Por Recomendación,Mujer,
2020,,3,31,3545255505,Urgencia,Ciudadano,Buenos Aires,San Justo,Acceso a documentacion personal y certificaciones,Covid 19,No,Línea 145,,,,"No sabe, no recuerda",Mujer,84.0
2020,,4,1,7545255505,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Privación de la libertad,No,Línea 145,,,,,,
2020,,4,1,555255505,Urgencia,Ciudadano,,,Salud,Covid-19,No,Línea 145,,,,,,
2020,,4,2,4555255505,Urgencia,Ciudadano,Buenos Aires,Virrey del Pino,Trata,Violencia,No,Línea 145,,,,"No sabe, no recuerda",,
2020,,4,2,5555255505,Urgencia,Ciudadano,Mendoza,Mendoza,Trata,Violencia verbal,No,Línea 145,,,,,,
2020,,4,3,6555255505,Urgencia,Ciudadano,Buenos Aires,Florencio Varela,Trata,Aislamiento,No,Línea 145,,,,,,
2020,,4,3,7555255505,Urgencia,Ciudadano,Buenos Aires,villa pueyrredon,Trata,Aislamiento,No,Línea 145,,,,,,
2020,,4,3,3565255505,Urgencia,Ciudadano,,,Derechos de usuarios/as y consumidores/as,Covid-19,Si,Línea 145,,,,"No sabe, no recuerda",Hombre,
2020,,4,3,4565255505,Urgencia,Ciudadano,Buenos Aires,Campana,Trata,Oferta laboral engañosa,No,Línea 145,,Buenos Aires,Buenos Aires,"No sabe, no recuerda",Mujer,
2020,,4,3,5565255505,Urgencia,Ciudadano,Buenos Aires,Berazategui,Salud,Salud mental,Si,Línea 145,,,,,,
2020,,4,3,6565255505,Urgencia,Ciudadano,Buenos Aires,Magdalena,Trata,No pertinente,No,Línea 145,,,,,,
2020,,4,3,7565255505,Urgencia,Ciudadano,Córdoba,Río Cuarto,Trata,"Explotación laboral niñas, niños y adolescentes",No,Línea 145,,,,"No sabe, no recuerda",Mujer,
2020,,4,3,575255505,Urgencia,Ciudadano,Mendoza,San José,Trata,Covid 19,No,Línea 145,,Mendoza,San José,"No sabe, no recuerda",Hombre,30.0
2020,,4,3,1575255505,Urgencia,Ciudadano,Buenos Aires,Lanús Oeste,Derechos de usuarios/as y consumidores/as,Covid-19,No,Línea 145,,Buenos Aires,Lanús Oeste,Por Recomendación,Hombre,
2020,,4,3,3575255505,Urgencia,Ciudadano,Misiones,Garupa,Violencia de género,Física,Si,Línea 145,,,,"No sabe, no recuerda",,
2020,,4,4,4575255505,Urgencia,Ciudadano,,,Salud,Salud mental,No,Línea 145,Uruguay,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,"No sabe, no recuerda",Mujer,
2020,,4,4,9484355505,Urgencia,Ciudadano,Buenos Aires,General Alvear,Víctima de delito,"Contra las personas : delitos contra la integridad física, contra la vida, lesiones, abuso de armas o abandono de personas",No,Línea 145,,Buenos Aires,Bahía Blanca,,Hombre,
2020,,4,4,584355505,Urgencia,Ciudadano,,,Trata,Llamado no pertinente,Si,Línea 145,,,,,,
2020,,4,4,1584355505,Urgencia,Ciudadano,,,Víctima de delito,Contra la integridad sexual: abuso sexual de adultos/as o niños/as,Si,Línea 145,,,,,,
2020,,4,4,2584355505,Urgencia,Ciudadano,,,Trata,Llamado no pertinente,Si,Línea 145,,,,,,
2020,,4,4,3584355505,Urgencia,Ciudadano,,,Víctima de delito,Ruidos molestos,Si,Línea 145,,,,,,
2020,,4,4,4584355505,Urgencia,Ciudadano,,,Víctima de delito,Conflictos vecinales,No,Línea 145,,,,,,
2020,,4,5,6584355505,Urgencia,Ciudadano,,,Trata,Llamada no pertinente,Si,Línea 145,,,,,,
2020,,4,5,7584355505,Urgencia,Ciudadano,,,Trata,No pertinente,Si,Línea 145,,,,,,
2020,,4,5,594355505,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Drogas y secuestro,Si,Línea 145,,,,,,
2020,,4,5,1594355505,Urgencia,Ciudadano,Entre Ríos,Gualeguaychú,Trata,Comercializacion de droga,No,Línea 145,,,,,,
2020,,4,5,2594355505,Urgencia,Ciudadano,Buenos Aires,Ezeiza,Trata,Incumplimiento cuarentena,No,Línea 145,,,,,,
2020,,4,6,3594355505,Urgencia,Ciudadano,,,Salud,Salud mental,No,Línea 145,,,,,,
2020,,4,6,4594355505,Urgencia,Ciudadano,,,Salud,Salud mental,No,Línea 145,,,,,,
2020,,4,6,5594355505,Urgencia,Ciudadano,,,Salud,Llamado no pertinente,No,Línea 145,,,,,,
2020,,4,6,6594355505,Urgencia,Ciudadano,,,Salud,Llamado no pertinente,No,Línea 145,,,,,,
2020,,4,6,7594355505,Urgencia,Ciudadano,,,Salud,Llamado no pertinente,No,Línea 149,,,,,,
2020,,4,6,8405355505,Urgencia,Ciudadano,,,Salud,Llamado no pertinente,Si,Línea 145,,,,,,
2020,,4,6,9405355505,Urgencia,Ciudadano,,,Salud,Salud mental,No,Línea 145,,,,,,
2020,,4,6,505355505,Urgencia,Ciudadano,Entre Ríos,,Salud,Covid-19,No,Línea 145,,,,,,
2020,,4,6,1505355505,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Salud,Covid-19,No,Línea 145,,,,,,
2020,,4,6,2505355505,Urgencia,Ciudadano,,,Víctima de delito,Llamado no pertinente,No,Línea 145,,,,,,
2020,,4,7,7505355505,Urgencia,Ciudadano,Entre Ríos,,Derechos de usuarios/as y consumidores/as,"Servicios bancarios, de financieras o prestamistas",Si,Línea 145,,Entre Ríos,,"No sabe, no recuerda",Mujer,
2020,,4,7,9415355505,Urgencia,Ciudadano,,,Salud,"Acceso a medicamentos, elementos ortopédicos, insumos, sillas de ruedas u otros",Si,Línea 145,,,,,,
2020,,4,7,515355505,Urgencia,Ciudadano,Buenos Aires,Ramos Mejía,Salud,Covid19,Si,Línea 145,,,,,,
2020,,4,7,2515355505,Urgencia,Ciudadano,Santa Fe,Santa Fe,Salud,Salud mental,No,Línea 145,,Santa Fe,Santa Fe,"No sabe, no recuerda",Mujer,40.0
2020,,4,7,4515355505,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Justicia penal,Lugar de detención,No,Línea 145,,,,"No sabe, no recuerda",Mujer,
2020,,4,8,7515355505,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Salud,Covid-19,No,Línea 145,,,,no refiere,Mujer,85.0
2020,,4,8,8425355505,Urgencia,Ciudadano,Salta,Salta,Salud,Covid-19,No,Línea 145,,,,,,
2020,,4,8,9425355505,Urgencia,Ciudadano,Buenos Aires,Mar del Plata,Salud,Covid-19,No,Línea 145,,,,,,
2020,,4,8,525355505,Urgencia,Institución,,,Trabajo,Llamado no pertinente,Si,Línea 145,,,,,,
2020,,4,8,2525355505,Urgencia,Ciudadano,Buenos Aires,Berazategui,Salud,Covid-19,No,Línea 145,,,,,,
2020,,4,9,6525355505,Urgencia,Ciudadano,Santa Fe,Rosario,Salud,Aislamiento social obligatorio,No,Línea 145,,,,,,
2020,,4,9,8435355505,Urgencia,Ciudadano,Buenos Aires,Buenos Aires,Trata,Aislamiento,No,Línea 145,,,,,,
2020,,4,9,9435355505,Urgencia,Ciudadano,Buenos Aires,Florencio Varela,Trata,Salud mental,No,Línea 145,,Buenos Aires,Florencio Varela,"No sabe, no recuerda",Hombre,44.0
2020,,4,9,535355505,Urgencia,Ciudadano,Buenos Aires,,Trata,Violencia verbal,No,Línea 145,,,,,,
2020,,4,9,1535355505,Urgencia,Ciudadano,Buenos Aires,Pilar,Salud,Vacunacion,No,Línea 145,,,,,,
2020,,4,9,2535355505,Urgencia,Ciudadano,Buenos Aires,José C. Paz,Salud,Vacunacion,No,Línea 145,,,,,,
2020,,4,11,1545355505,Urgencia,Ciudadano,Buenos Aires,Florencio Varela,Salud,Salud mental,No,Línea 145,,,,,,
2020,,4,11,4545355505,Urgencia,Ciudadano,,,Salud,Salud mental,No,Línea 145,,,,,,
2020,,4,12,6545355505,Urgencia,Ciudadano,Buenos Aires,Gandara,Salud,Covid 19,No,Línea 145,,,,,,
2020,,4,12,8455355505,Urgencia,Ciudadano,Buenos Aires,Benavidez,Violencia de género,Simbólica,No,Línea 145,,,,,,
2020,,4,12,1555355505,Urgencia,Ciudadano,Buenos Aires,Ingeniero Budge,Trata,Covid-19,No,Línea 145,Argentina,Buenos Aires,Ingeniero Budge,,Mujer,
2020,,4,13,3555355505,Urgencia,Ciudadano,Buenos Aires,Ezeiza,Salud,Covid-19,No,Línea 145,,,,,,
2020,,4,13,4555355505,Urgencia,Ciudadano,,,Salud,Dosuba,Si,Línea 145,,,,,,
2020,,4,13,5555355505,Urgencia,Ciudadano,,,Salud,Solicita teléfono,No,Línea 145,,,,,Hombre,
